Id,Source,Translation,Comment
JWK-Arland-NewfieldFarm,Newfield Farm,ニューフィールド・ファーム,
JWK-BankUI-Amount,Amount,金額,
JWK-BankUI-MoneyTransfer,Money transfer,送金,
JWK-BankUI-Perform,Perform,出演,
JWK-BankUI-Recipient,Receiver,レシーバー,
JWK-BankUI-YourMoney,Your money,あなたのお金,
JWK-BattleFallbackTitle,Battle,バトル,
JWK-BattlePlayerLosing,Resistance is losing control...,レジスタンスはコントロールを失いつつある...。,
JWK-BattleProgress,Battle in progress...,バトル・イン・プログレス...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.",,
JWK-BuildItem-ArmoryFOB,Field armory,フィールド兵器庫,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,武器と弾薬を買う。,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,レジスタンスの武器や弾薬を入手できる。アイテムは消耗品を使って購入する。,
JWK-BuildItem-ArmoryMOB,Allied armory,連合軍武器庫,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,武器と弾薬を買う。,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,味方の派閥が提供する武器や弾薬を入手できる。アイテムは消耗品を使用して購入する。,
JWK-BuildItem-Bunker,Bunker,バンカー,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,衛兵のための居心地の良い場所。,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,観測に適した場所に置く。,
JWK-BuildItem-CommandPost,Command post,司令部,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,現場に役員を配置する。,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,レジスタンスの役員を現場に立ち会わせる。,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,機材店,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,ウェアや用具を買う。,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,レジスタンスが所有するユニフォームやその他の備品にアクセスできる。アイテムは消耗品を使って購入する。,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,機材店,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,ウェアや用具を買う。,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,同盟ファクションが提供するユニフォームやその他の装備を入手できる。アイテムは消耗品を使用して購入する。,
JWK-BuildItem-FieldGarageMedium,Medium Garage,中型ガレージ,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,2台収納可能。,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.",迷子にならないように2台の地上車両を割り当て、遠方からの回収を可能にする。,
JWK-BuildItem-FieldGarageSmall,Small Garage,小さなガレージ,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,1台保管。,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.",地上車両を1台に割り当てることで紛失を防ぎ、遠方からの回収を可能にする。,
JWK-BuildItem-FiringPosition,Firing position,発射位置,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,招かれざる客に備える,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,基本的なディフェンスの構成。,
JWK-BuildItem-FuelPoint,Fuel point,燃料ポイント,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,車両に燃料を補給する。,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,地上車両に燃料を補給できる。,
JWK-BuildItem-GuardTower,Guard tower,監視塔,
JWK-BuildItem-GuardTower_Description,Get a better view.,もっといい景色を見よう。,
JWK-BuildItem-Helipad,Helipad,ヘリパッド,
JWK-BuildItem-HelipadRepair,Service Helipad,サービス・ヘリポート,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,ヘリコプターの修理,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,サービスヘリポートは、ヘリコプターを1機配備し、ヘリコプターの燃料補給や修理を可能にします。基地内にのみ建設可能。,
JWK-BuildItem-Helipad_Description,Store single helicopter.,ヘリコプター1機を保管する。,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.",ヘリパッドは、ヘリコプターを1機ずつ配置することができ、ヘリコプターを紛失から守り、遠くから回収することができます。燃料補給や修理ができない基本バージョン。,
JWK-BuildItem-LivingArea,Living area,リビングエリア,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,シェルターのリクルート,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,数人の兵士のための居住スペースを提供する。,
JWK-BuildItem-MedicalTent,Medical tent,医療用テント,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,傷を治し、回復を早める。,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,医療用テントは傷の回復を高め、消耗品を使って医療品を購入できる。,
JWK-BuildItem-Mortar,Mortar,モルタル,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,遠距離でメッセージを送る,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,迫撃砲陣地を完成させる。発射薬は消耗品で購入できる。,
JWK-BuildItem-StorageSmall,Small supplies storage,小物収納,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,900個の備品を保管する。,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,900個の備品を収納可能。最初の1つは無料で建設できる。,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,車両整備用ランプ,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,修理車。,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,コストだ：,
JWK-BuildUI-Title,Build,ビルド,
JWK-CTA-ConstructionMenu,Construction menu,工事メニュー,
JWK-CTA-HideoutResupply,Resupply hideout,補給アジト,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,車両の管理,
JWK-CTA-OpenMenu,Freedom Fighters,フリーダム・ファイターズ,
JWK-CTA-ParkVehicle,Park vehicle,パーク車両,
JWK-CTA-Radio,Use radio,ラジオを使う,
JWK-CTA-TimeToWithstand,Withstand...,耐...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,民間人に物資を寄付する,
JWK-CharacterMenu,Character Menu,キャラクターメニュー,
JWK-CharacterUI-Age,Age,年齢,
JWK-CharacterUI-Birthday,Birthday,誕生日,
JWK-CharacterUI-Birthplace,Birthplace,出身地,
JWK-CharacterUI-BloodType,Blood type,血液型,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,,
JWK-CharacterUI-Title,Profile,プロフィール,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,,
JWK-ConsoleUI-BackToMenu,Back to menu,メニューに戻る,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",改造機能の欠落により、コンソール・システムではシングル・プレイヤーとローカル・ホストを体験できない。プライベート専用サーバーを立ち上げるか、パブリックサーバーに参加することをお勧めします。,
JWK-ConsoleUI-Title,Unavailable on consoles,コンソールでは使用不可,
JWK-ConvoAction-Convert,Convince to support,支持を説得する,
JWK-ConvoAction-Extort,Extort money,金銭を強要する,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,ミーティングを申し込む,
JWK-ConvoChoice-AskJob,Ask for a job,仕事を依頼する,
JWK-ConvoChoice-Confirm,Confirm,確認,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,ポスターを求める,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,報告,
JWK-ConvoChoice-ReportResistance,Report resistance activity,レジスタンス活動を報告,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,援軍,
JWK-ConvoChoice-RequestSupport,Request support,サポート依頼,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,貿易,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,ドッグタグを提出する,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.",,
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.",強制セーブは1回の操作ですべてのセーブを実行するため、大きなマップやデータ量の多いマップではサーバーがブロックされる可能性があります。これにより、あなたを含むリモートプレイヤーが接続を失う可能性があります。これはセーブ操作自体には影響しません。,
JWK-DialogUI-OnlineForceSave-Title,Online session warning,オンラインセッションの警告,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","キャンペーンのセーブデータを消去してよろしいですか？<br/><br/><b><color rgba='255,0,0,255'>警告：この操作は元に戻せません。",
JWK-DialogUI-OnlineReset-Title,Wipe warning,ワイプ警告,
JWK-DifficultyPreset-Custom,Custom,カスタム,
JWK-DifficultyPreset-Easy,Easy,簡単,
JWK-DifficultyPreset-Extreme,Extreme,エクストリーム,
JWK-DifficultyPreset-Hard,Hard,ハード,
JWK-DifficultyPreset-Normal,Normal,ノーマル,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,戦場で発見された死体の身元確認に使用される。,
JWK-Dogtag_Name_Dynamic,%1 dogtags,1ドッグタグ,
JWK-Dogtag_Name_Universal,Dogtags,ドッグタグ,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,あなたの服は血まみれだ。それを着ていると変装が崩れ、敵の注意を引くことになる。着替えるか、泳ぎに行くべきだ。,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,あなたの服はきれいになりました。それを着ていても、もう怪しまれることはありません。,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.",公然と武器を携帯したり、戦闘服に身を包んだりすると、戦闘員として扱われる。敵に見つかると指名手配されることもあるので気をつけよう。,
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,あなたは今、敵に指名手配されている。安全な場所に身を隠し、しばらく人目につかないようにして熱を冷ましてください。,
JWK-EditSignUI-Text,Text,テキスト,
JWK-EditSignUI-TextColor,Text color,文字色,
JWK-EditSignUI-TextSize,Text size,文字サイズ,
JWK-EditSignUI-Title,Edit Sign,編集記号,
JWK-EditorAttrib-Heat,Heat level,,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,,
JWK-EditorAttrib-LockState,Locked,,
JWK-EditorAttrib-Money,Money,,
JWK-EndGameUI-GameOver,Defeat,敗北,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.",最善の努力と英雄的な戦いにもかかわらず、%1は%2の解放に失敗した。次回は革命の住民支援と兵站にもっと注意を払うこと。歴史上、これらの要素なしに成功した軍事的努力はない。,
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",よくやった！1による絶え間ない努力のおかげで、%2の住民はもはや%3の勢力に抑圧されることはないだろう。これらの英雄的行為は、今後何世代にもわたって記憶されることだろう。,
JWK-EndGameUI-VictoryTitle,Victory,勝利,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,行動不能者を目覚めさせるために使用する。自己投与も可能。,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,エピネフリン入りの1回使用注射器。,
JWK-EpinephrineItem-Name,Epinephrine,エピネフリン,
JWK-Everon-Airport,Airport,空港,
JWK-Everon-Barracks,Barracks,バラック,
JWK-Everon-CementPlant,Cement Plant,セメント工場,
JWK-Everon-ChotainFarm,Chotain Farm,チョータイン農場,
JWK-Everon-ConcretePlant,Concrete Plant,コンクリート工場,
JWK-Everon-EtoupeFarm,Etoupe Farm,エトゥープ農場,
JWK-Everon-FieldHospital,Field Hospital,フィールド病院,
JWK-Everon-Headquarters,Headquarters,本社,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,ル・ムール製材所,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,物流倉庫,
JWK-Everon-MontignacFactory,Montignac Factory,モンティニャック工場,
JWK-Everon-MontignacFarm,Montignac Farm,モンティニャック農場,
JWK-Everon-PowerPlant,Power Plant,発電所,
JWK-Everon-Quarry,Quarry,採石場,
JWK-Everon-ReginaSawmill,Regina Sawmill,レジーナ製材所,
JWK-Everon-TrainingGrounds,Training Grounds,トレーニング・グラウンド,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VDアルマラ工場,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,,
JWK-FM-Bases-Armories-Title,Armories,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.",,
JWK-FM-Bases-Commandposts-Title,Command posts,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,,
JWK-FM-Bases-Equipmentstores-de2e01d5-Differenttypesof,"Different types of stores can be built, depending on the operating base type:<br/>- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.",,
JWK-FM-Bases-Fasttravel-Title,Fast travel,,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.",,
JWK-FM-Bases-Fasttravel-eec43e2e-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don’t have to appear as a civilian.",,
JWK-FM-Bases-Garages-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-Bases-Garages-Title,Garages,,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",,
JWK-FM-Bases-Helipads-Title,Helipads,,
JWK-FM-Bases-Helipads-c9598955-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair helicopters.",,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",,
JWK-FM-Bases-Medicaltents-Title,Medical tents,,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-13fe477a-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement.<br/>Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,,
JWK-FM-Bases-Operatingbases-Title,Operating bases,,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.",,
JWK-FM-Bases-Operatingbases-b3eebffa-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over,<br/>they can be used as <b>operating bases</b>.",,
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",,
JWK-FM-Bases-Repairstations-Title,Repair stations,,
JWK-FM-Bases-Repairstations-fffb0a25-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs – equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",,
JWK-FM-Bases-Storages-Title,Storages,,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",,
JWK-FM-Bases-Title,Bases,,
JWK-FM-FreedomFighters-Title,Freedom Fighters,,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",,
JWK-FM-Gameplay-Appearance-6e5fc65a-Theabsenceofashi,"The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",,
JWK-FM-Gameplay-Appearance-Title,Appearance,,
JWK-FM-Gameplay-Appearance-a328a3b5-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,,
JWK-FM-Gameplay-Appearance-f695f3b2-Asthebasegamedoe,"As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.",,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,,
JWK-FM-Gameplay-Battles-16056caa-DeploymentphaseT,"- <b>Deployment phase</b> – The enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/>- <b>Domination phase</b> – The sides fight for control. The progress bar is green and represents resistance control over the location. Control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.",,
JWK-FM-Gameplay-Battles-3ed7f03b-Battlesoccurwhen,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and its progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battle length and intensity depend on the number of players online, campaign progress, location significance, and threat level.",,
JWK-FM-Gameplay-Battles-7588c7d1-Eachbattleconsis,Each battle consists of two phases:,,
JWK-FM-Gameplay-Battles-Title,Battles,,
JWK-FM-Gameplay-Battles-a09683c9-Iftherearenofree,"If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.",,
JWK-FM-Gameplay-Battles-fd8642f4-Onceabattlebegin,"Once a battle begins, everyone will see a notification. A progress bar will appear at the top of the screen, accompanied by the location name. The battle location will also be marked on the map, denoting the <b>contested area</b> by a stripe pattern.",,
JWK-FM-Gameplay-Beingwanted-043c45de-Civilianshopswil,- Civilian shops will not serve you<br/>- Resistance representatives may not want to talk to you<br/>- Public transport becomes unavailable<br/>- Resting becomes unavailable<br/>- ...and more.,,
JWK-FM-Gameplay-Beingwanted-1a7649c6-Heat,Heat,,
JWK-FM-Gameplay-Beingwanted-69f36db4-Variousactivitie,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted also has many negative side effects, such as:",,
JWK-FM-Gameplay-Beingwanted-Title,Being wanted,,
JWK-FM-Gameplay-Beingwanted-c33e2264-Heatlevelisameas,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will no longer be wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.",,
JWK-FM-Gameplay-Beingwanted-e744d667-Ifyourcharacterd,"If your character dies, the heat level and wanted state does not transfer to your new character.",,
JWK-FM-Gameplay-Characterstatus-16ffc6b8-Visibleifyourcha,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles, and wearing military attire — or wearing no attire at all.",,
JWK-FM-Gameplay-Characterstatus-6191884d-Visibleifyourcha,Visible if your character is within an <b>illegal area</b>.,,
JWK-FM-Gameplay-Characterstatus-76486c14-Visibleifyourcha,"Visible if your character is <b>undercover</b>, which means it’s impersonating an enemy soldier.",,
JWK-FM-Gameplay-Characterstatus-8173edf0-Visiblewhenyourc,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously, or committing crimes is not the best idea.",,
JWK-FM-Gameplay-Characterstatus-90edef57-Visibleifyourcha,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.",,
JWK-FM-Gameplay-Characterstatus-997c0a67-Characterstatusi,"<b>Character status</b> is indicated by various icons shown on the HUD in the upper-right corner of the screen.<br/>Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",,
JWK-FM-Gameplay-Characterstatus-Title,Character status,,
JWK-FM-Gameplay-Characterstatus-b6527c5a-Visibleifyourcha,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed, or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.",,
JWK-FM-Gameplay-Characterstatus-cbab7f7a-Icons,Icons,,
JWK-FM-Gameplay-Commanding-30012d8c-Youcancommandasq,"You can command a squad using the vanilla commanding system. Your subordinates are persistent and in multiplayer sessions enter and exit the game with you. If your character dies, your squad will become detached. Any player, including you, can take command over a detached fighter by approaching them and using an action. Therefore, you can regain command if you return to your former squad with a new character quickly enough. A detached squad will disappear if there is no one nearby for a certain time.",,
JWK-FM-Gameplay-Commanding-Title,Commanding,,
JWK-FM-Gameplay-Construction-080c18fe-Placeableobjects,"Placeable objects are smaller props that are paid for in money by the placing person. If an item can be owned, it will be automatically linked to the person placing it (for example: item storages). <b>Right now placed items cannot be moved or removed</b>.",,
JWK-FM-Gameplay-Construction-18190382-Building,Building,,
JWK-FM-Gameplay-Construction-83b857c3-Constructionincl,"Construction includes placement of various items in the world and building structures. Both these actions are available via <b>radial menu</b>, but will only appear if your character is equipped with an <b>entrenching tool</b>. Moreover, construction is only possible at <b>operating bases</b> controlled by the resistance.",,
JWK-FM-Gameplay-Construction-Title,Construction,,
JWK-FM-Gameplay-Construction-ca2af7ad-Placement,Placement,,
JWK-FM-Gameplay-Construction-de224224-Buildablestructu,"Buildable structures cost resources, which are taken from the location storage. <b>Right now raised structures cannot be moved or removed</b>. Structures belong to the resistance in general and are not linked to the specific person constructing them.",,
JWK-FM-Gameplay-Illegalzones-4c63a8ca-Therearemanyarea,"There are many areas that are forbidden to enter for civilians. Any players spotted in these areas will be instantly shot and hunted. Depending on your settings, these areas will be marked in red on your map and/or you will see a status icon on your HUD upon entering them. There is no need to frantically check your map to avoid entering them by accident - they are usually fenced and accompany military bases, outposts, factories, and other military or strategic points of interest.",,
JWK-FM-Gameplay-Illegalzones-Title,Illegal zones,,
