Id,Source,Translation,Comment
JWK-AdminUI-Title,Admin menu,Menu administracyjne,
JWK-AdminUI-WipeSaveData,Wipe save data,Wyczyść zapisane dane,
JWK-Arland-Airport,Airport,Lotnisko,
JWK-Arland-NewfieldFarm,Newfield Farm,NEWFIELD FARM,
JWK-BankUI-Amount,Amount,Kwota,
JWK-BankUI-MoneyTransfer,Money transfer,Przelew pieniędzy,
JWK-BankUI-Perform,Perform,Dokonywać,
JWK-BankUI-Recipient,Receiver,Odbiornik,
JWK-BankUI-YourMoney,Your money,Twoje pieniądze,
JWK-BattleFallbackTitle,Battle,Bitwa,
JWK-BattlePlayerLosing,Resistance is losing control...,Opór tracą kontrolę ...,
JWK-BattleProgress,Battle in progress...,Bitwa w toku ...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.",,
JWK-BuildItem-ArmoryFOB,Field armory,Zbrojownia polowa,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,Kup broń i amunicję.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,Daje dostęp do broni i amunicji należących do oporu. Przedmioty są kupowane przy użyciu materiałów eksploatacyjnych.,
JWK-BuildItem-ArmoryMOB,Allied armory,Zbrojownia aliancka,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,Kup broń i amunicję.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,Daje dostęp do broni i amunicji dostarczanych przez frakcję sojuszniczą. Przedmioty są kupowane przy użyciu materiałów eksploatacyjnych.,
JWK-BuildItem-Bunker,Bunker,Bunkier,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Przytulne miejsce dla twoich wartowników.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Umieść go w dobrym miejscu obserwacyjnym.,
JWK-BuildItem-CommandPost,Command post,Post Post,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Mieć oficera na miejscu.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Zdobądź dostęp do oficera rezystancyjnego obecnego na miejscu.,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Sklep sprzętu,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Kup odzież i sprzęt.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,Daje dostęp do mundurek i innych urządzeń należących do oporu. Przedmioty są kupowane przy użyciu materiałów eksploatacyjnych.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Sklep sprzętu,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Kup odzież i sprzęt.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,Daje dostęp do mundurek i innych urządzeń dostarczanych przez frakcję sojuszniczą. Przedmioty są kupowane przy użyciu materiałów eksploatacyjnych.,
JWK-BuildItem-FieldGarageMedium,Medium Garage,Średni garaż,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Przechowuj 2 pojazdy.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.","Umożliwia przypisanie dwóch pojazdów naziemnych, aby zapobiec ich utraty, i umożliwia ich odzyskanie z daleka.",
JWK-BuildItem-FieldGarageSmall,Small Garage,Mały garaż,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Przechowuj 1 pojazd.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.","Umożliwia przypisanie pojedynczego pojazdu naziemnego, aby zapobiec utracie go, i umożliwia odzyskanie go z daleka.",
JWK-BuildItem-FiringPosition,Firing position,Pozycja strzelania,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Przygotuj się na niechcianych gości.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Podstawowy skład obrony.,
JWK-BuildItem-FuelPoint,Fuel point,Punkt paliwa,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Nagranie pojazdów.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Pozwala na zatankowanie pojazdów naziemnych.,
JWK-BuildItem-GuardTower,Guard tower,Wieża strażnicza,
JWK-BuildItem-GuardTower_Description,Get a better view.,Zdobądź lepszy widok.,
JWK-BuildItem-Helipad,Helipad,HEMPAD,
JWK-BuildItem-HelipadRepair,Service Helipad,Service Helipad,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Napraw helikoptery.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Service Helipad pozwala przypisać pojedynczy helikopter i umożliwia tankowanie i naprawę helikoptera. Można konstruować tylko w bazach powietrznych.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Przechowuj pojedynczy helikopter.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Helipad pozwala przypisać jeden helikopter, który chroni go przed utratą i umożliwia odzyskanie go z daleka. Wersja podstawowa bez tankowania lub naprawy zdolności.",
JWK-BuildItem-LivingArea,Living area,Gospodarność,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Rekruci schroniska.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Zapewnia przestrzeń życiową dla kilku żołnierzy, których można rekrutować.",
JWK-BuildItem-MedicalTent,Medical tent,Namiot medyczny,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Lecz rany i szybciej wyzdrowieć.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Namiot medyczny poprawia regenerację obrażeń i pozwala na zakup towarów medycznych za pomocą materiałów eksploatacyjnych.,
JWK-BuildItem-Mortar,Mortar,Moździerz,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Wyślij wiadomość na duże odległości.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Całkowite ustawienie zaprawy. Pociski można kupić za pomocą materiałów eksploatacyjnych.,
JWK-BuildItem-StorageSmall,Small supplies storage,Małe zapasy,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Przechowuj 900 materiałów eksploatacyjnych.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Pozwala na przechowywanie 900 materiałów eksploatacyjnych. Pierwszy można zbudować za darmo.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa konserwacji pojazdu,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Naprawy pojazdy.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,Koszt:,
JWK-BuildUI-Title,Build,Zbudować,
JWK-CTA-ConstructionMenu,Construction menu,Menu budowy,
JWK-CTA-HideoutResupply,Resupply hideout,Hideout uzupełniania,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Zarządzaj pojazdami,
JWK-CTA-OpenMenu,Freedom Fighters,Bojownicy o wolność,
JWK-CTA-ParkVehicle,Park vehicle,PARKOWY Pojazd,
JWK-CTA-Radio,Use radio,Użyj radia,
JWK-CTA-TimeToWithstand,Withstand...,Wytrzymaj w ...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Przekaż dostawy cywilom,
JWK-CharacterMenu,Character Menu,Menu postaci,
JWK-CharacterUI-Age,Age,Wiek,
JWK-CharacterUI-Birthday,Birthday,Urodziny,
JWK-CharacterUI-Birthplace,Birthplace,Miejsce urodzenia,
JWK-CharacterUI-BloodType,Blood type,Grupa krwi,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,,
JWK-ConsoleUI-BackToMenu,Back to menu,Powrót do menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","Ze względu na brakujące funkcje modowania, wrażenia hostingowe dla jednego gracza i lokalnego hostingu są niedostępne w systemach konsolowych. Sugerujemy założenie prywatnego serwera dedykowanego lub dołączenie do publicznego.",
JWK-ConsoleUI-Title,Unavailable on consoles,Niedostępne na konsolach,
JWK-ConvoAction-Convert,Convince to support,Przekonanie do wsparcia,
JWK-ConvoAction-Extort,Extort money,Wyłuszaj pieniądze,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Poproś o spotkanie,
JWK-ConvoChoice-AskJob,Ask for a job,Poproś o pracę,
JWK-ConvoChoice-Confirm,Confirm,Potwierdzać,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,Poproś o plakaty,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,Zgłoś z powrotem,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Zgłoś aktywność oporu,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Posiłki,
JWK-ConvoChoice-RequestSupport,Request support,Poproś o wsparcie,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,Handel,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Zamień Dogtags,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.",,
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Wymuszone zapisywanie wykona całe zapis w jednej operacji, która może blokować serwer na dużych mapach i z dużą ilością danych. Może to spowodować, że odległe graczy, w tym ty, utrata połączenia. Nie wpływa to na samą operację zapisu.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Ostrzeżenie sesji online,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Czy na pewno wyczyścisz kampanię zapisz dane? Po kontynuowaniu scenariusz automatycznie uruchomi się ponownie. <br/> <br/> <b> <Color RGBA = '255,0,0,255'> OSTRZEŻENIE: Tej operacji nie można przywrócić. Stracisz wszelkie postępy. </olor> </b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Wytrzyj ostrzeżenie,
JWK-DifficultyPreset-Custom,Custom,Zwyczaj,
JWK-DifficultyPreset-Easy,Easy,Łatwy,
JWK-DifficultyPreset-Extreme,Extreme,Skrajny,
JWK-DifficultyPreset-Hard,Hard,Twardy,
JWK-DifficultyPreset-Normal,Normal,Normalna,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Służy do identyfikacji martwych ciał znalezionych na polu bitwy.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 Dogtags,
JWK-Dogtag_Name_Universal,Dogtags,Dogtagi,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,"Twoje ubrania są zakrwawione. Noszenie ich przełamuje przebranie i sprawia, że przyciągasz uwagę wroga. Powinieneś zmienić ubrania lub popływać.",
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,"Twoje ubrania zostały oczyszczone. Noszenie ich nie sprawi, że będziesz już podejrzliwy.",
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Będziesz traktowany jako bojownik, gdy otwarcie nosząc broń lub nosząc strój bojowy. Uważaj, jak możesz być poszukiwany, jeśli wrogowie cię zobaczą.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Jesteś teraz poszukiwany przez wroga. Ukryj się w bezpiecznym miejscu i przez pewien czas pozostań poza zasięgiem wzroku, aby stracić ciepło.",
JWK-EditSignUI-Text,Text,Tekst,
JWK-EditSignUI-TextColor,Text color,Kolor tekstu,
JWK-EditSignUI-TextSize,Text size,Rozmiar tekstu,
JWK-EditSignUI-Title,Edit Sign,Edytuj znak,
JWK-EditorAttrib-Heat,Heat level,,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,,
JWK-EditorAttrib-LockState,Locked,,
JWK-EditorAttrib-Money,Money,,
JWK-EndGameUI-GameOver,Defeat,Pokonać,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Pomimo najlepszych wysiłków i heroicznej walki %1 nie uwolniło %2. %3 siły są tutaj, aby pozostać przez długi czas. Następnym razem zwróć większą uwagę na wsparcie ludności i logistykę Twojej rewolucji. Bez tych elementów nie powiodło się żadnego wysiłku wojskowego w historii.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Świetna robota! Dzięki nieustanne wysiłek podjęty przez %1 populacja %2 nie będzie już oprzeszczana przez %3 sił. Te heroiczne akty zostaną zapamiętane przez wiele pokoleń.,
JWK-EndGameUI-VictoryTitle,Victory,Zwycięstwo,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,"Użyj tego, aby obudzić obezwładnione osoby. Można również podawać.",
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Jedno raz użyć wtryskiwacza z dawką epinefryny.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefryna,
JWK-Everon-Airport,Airport,Lotnisko,
JWK-Everon-Barracks,Barracks,Koszary,
JWK-Everon-CementPlant,Cement Plant,Zakład cementowy,
JWK-Everon-ChotainFarm,Chotain Farm,Farma Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Betonowa roślina,
JWK-Everon-EtoupeFarm,Etoupe Farm,ETOUPE FARM,
JWK-Everon-FieldHospital,Field Hospital,Szpital polowy,
JWK-Everon-Headquarters,Headquarters,Siedziba,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Le Moule Sawmill,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Warehouse logistyki,
JWK-Everon-MontignacFactory,Montignac Factory,Fabryka Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Montignac Farm,
JWK-Everon-PowerPlant,Power Plant,Elektrownia,
JWK-Everon-Quarry,Quarry,Kamieniołom,
JWK-Everon-ReginaSawmill,Regina Sawmill,Regina Sawmill,
JWK-Everon-TrainingGrounds,Training Grounds,Podstawy treningowe,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VD Almara Factory,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,,
JWK-FM-Bases-Armories-Title,Armories,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.",,
JWK-FM-Bases-Commandposts-Title,Command posts,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,,
JWK-FM-Bases-Equipmentstores-de2e01d5-Differenttypesof,"Different types of stores can be built, depending on the operating base type:<br/>- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.",,
JWK-FM-Bases-Fasttravel-Title,Fast travel,,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.",,
JWK-FM-Bases-Fasttravel-eec43e2e-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don’t have to appear as a civilian.",,
JWK-FM-Bases-Garages-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-Bases-Garages-Title,Garages,,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",,
JWK-FM-Bases-Helipads-Title,Helipads,,
JWK-FM-Bases-Helipads-c9598955-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair helicopters.",,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",,
JWK-FM-Bases-Medicaltents-Title,Medical tents,,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-13fe477a-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement.<br/>Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,,
JWK-FM-Bases-Operatingbases-Title,Operating bases,,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.",,
JWK-FM-Bases-Operatingbases-b3eebffa-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over,<br/>they can be used as <b>operating bases</b>.",,
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",,
JWK-FM-Bases-Repairstations-Title,Repair stations,,
JWK-FM-Bases-Repairstations-fffb0a25-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs - equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",,
JWK-FM-Bases-Storages-Title,Storages,,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",,
JWK-FM-Bases-Title,Bases,,
JWK-FM-FreedomFighters-Title,Freedom Fighters,,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",,
JWK-FM-Gameplay-Appearance-6e5fc65a-Theabsenceofashi,"The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",,
JWK-FM-Gameplay-Appearance-Title,Appearance,,
JWK-FM-Gameplay-Appearance-a328a3b5-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,,
JWK-FM-Gameplay-Appearance-f695f3b2-Asthebasegamedoe,"As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.",,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,,
JWK-FM-Gameplay-Battles-16056caa-DeploymentphaseT,"- <b>Deployment phase</b> - The enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/>- <b>Domination phase</b> - The sides fight for control. The progress bar is green and represents resistance control over the location. Control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.",,
JWK-FM-Gameplay-Battles-3ed7f03b-Battlesoccurwhen,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and its progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battle length and intensity depend on the number of players online, campaign progress, location significance, and threat level.",,
JWK-FM-Gameplay-Battles-7588c7d1-Eachbattleconsis,Each battle consists of two phases:,,
JWK-FM-Gameplay-Battles-Title,Battles,,
JWK-FM-Gameplay-Battles-a09683c9-Iftherearenofree,"If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.",,
JWK-FM-Gameplay-Battles-fd8642f4-Onceabattlebegin,"Once a battle begins, everyone will see a notification. A progress bar will appear at the top of the screen, accompanied by the location name. The battle location will also be marked on the map, denoting the <b>contested area</b> by a stripe pattern.",,
JWK-FM-Gameplay-Beingwanted-043c45de-Civilianshopswil,- Civilian shops will not serve you<br/>- Resistance representatives may not want to talk to you<br/>- Public transport becomes unavailable<br/>- Resting becomes unavailable<br/>- ...and more.,,
JWK-FM-Gameplay-Beingwanted-1a7649c6-Heat,Heat,,
JWK-FM-Gameplay-Beingwanted-69f36db4-Variousactivitie,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted also has many negative side effects, such as:",,
JWK-FM-Gameplay-Beingwanted-Title,Being wanted,,
JWK-FM-Gameplay-Beingwanted-c33e2264-Heatlevelisameas,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will no longer be wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.",,
JWK-FM-Gameplay-Beingwanted-e744d667-Ifyourcharacterd,"If your character dies, the heat level and wanted state does not transfer to your new character.",,
JWK-FM-Gameplay-Characterstatus-16ffc6b8-Visibleifyourcha,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles, and wearing military attire — or wearing no attire at all.",,
JWK-FM-Gameplay-Characterstatus-6191884d-Visibleifyourcha,Visible if your character is within an <b>illegal area</b>.,,
JWK-FM-Gameplay-Characterstatus-76486c14-Visibleifyourcha,"Visible if your character is <b>undercover</b>, which means it’s impersonating an enemy soldier.",,
JWK-FM-Gameplay-Characterstatus-8173edf0-Visiblewhenyourc,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously, or committing crimes is not the best idea.",,
JWK-FM-Gameplay-Characterstatus-90edef57-Visibleifyourcha,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.",,
JWK-FM-Gameplay-Characterstatus-997c0a67-Characterstatusi,"<b>Character status</b> is indicated by various icons shown on the HUD in the upper-right corner of the screen.<br/>Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",,
JWK-FM-Gameplay-Characterstatus-Title,Character status,,
JWK-FM-Gameplay-Characterstatus-b6527c5a-Visibleifyourcha,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed, or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.",,
JWK-FM-Gameplay-Characterstatus-cbab7f7a-Icons,Icons,,
