Id,Source,Translation,Comment
JWK-AdminUI-Title,Admin menu,Меню администратора,
JWK-AdminUI-WipeSaveData,Wipe save data,Стереть данные сохранения,
JWK-Arland-Airport,Airport,Аэропорт,
JWK-Arland-NewfieldFarm,Newfield Farm,Ферма Newfield,
JWK-BankUI-Amount,Amount,Сумма,
JWK-BankUI-MoneyTransfer,Money transfer,Денежный перевод,
JWK-BankUI-Perform,Perform,Выполнить,
JWK-BankUI-Recipient,Receiver,Получатель,
JWK-BankUI-YourMoney,Your money,Ваши деньги,
JWK-BattleFallbackTitle,Battle,Битва,
JWK-BattlePlayerLosing,Resistance is losing control...,Сопротивление теряет контроль...,
JWK-BattleProgress,Battle in progress...,Битва в процессе...,
JWK-BrokenSave-Text,"Save game data incompatible with this version of the mod has been detected. Please start a new campaign or revert the update to continue playing.<br/><br/>Use the ""<b>Restart</b>"" option in the pause menu or the ""<b>Wipe save data</b>"" in the admin menu to restart.","Обнаружены данные сохранения, несовместимые с этой версией мода. Пожалуйста, начните новую кампанию или откатите обновление для продолжения игры.<br/><br/>Используйте опцию ""<b>Перезапуск</b>"" в меню паузы или ""<b>Стереть данные сохранения</b>"" в меню администратора для перезапуска.",
JWK-BuildItem-ArmoryFOB,Field armory,Полевой арсенал,
JWK-BuildItem-ArmoryFOB_Description,Buy weapons and ammunition.,Купить оружие и боеприпасы.,
JWK-BuildItem-ArmoryFOB_DescriptionLong,Gives access to weapons and ammunitions belonging to the resistance. Items are purchased using supplies.,"Дает доступ к оружию и боеприпасам, принадлежащим сопротивлению. Предметы приобретаются с помощью припасов.",
JWK-BuildItem-ArmoryMOB,Allied armory,Арсенал союзников,
JWK-BuildItem-ArmoryMOB-Description,Buy weapons and ammunition.,Купить оружие и боеприпасы.,
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,"Дает доступ к оружию и боеприпасам, предоставляемым союзной фракцией. Предметы приобретаются с помощью припасов.",
JWK-BuildItem-Bunker,Bunker,Бункер,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Уютное место для ваших дозорных.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Разместите в хорошем месте для наблюдения.,
JWK-BuildItem-CommandPost,Command post,Командный пункт,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Иметь офицера на месте.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Содержать офицера сопротивления на базе,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Магазин оборудования,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Купить одежду и снаряжение.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,"Дает доступ к униформе и другому снаряжению, принадлежащему сопротивлению. Предметы приобретаются с помощью припасов.",
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Магазин оборудования,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Покупать одежду и снаряжение.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,"Дает доступ к униформе и другому снаряжению, предоставляемому союзной фракцией. Предметы приобретаются с помощью припасов.",
JWK-BuildItem-FieldGarageMedium,Medium Garage,Средний гараж,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Хранить до двух транспортных средств.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.","Позволяет назначить два наземных транспортных средства, чтобы предотвратить их потерю и вернуть их на большом расстоянии.",
JWK-BuildItem-FieldGarageSmall,Small Garage,Небольшой гараж,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Хранить одно транспортное средство.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.","Позволяет назначить одно наземное транспортное средство, чтобы предотвратить его потерю и вернуть его на большом расстоянии.",
JWK-BuildItem-FiringPosition,Firing position,Положение для стрельбы,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Подготовиться к встрече незваных гостей.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Базовая оборонительная позиция.,
JWK-BuildItem-FuelPoint,Fuel point,Пункт дозаправки,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Заправить транспортное средство.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Позволяет заправлять наземные транспортные средства.,
JWK-BuildItem-GuardTower,Guard tower,Охранная башня,
JWK-BuildItem-GuardTower_Description,Get a better view.,Для лучшего обзора.,
JWK-BuildItem-Helipad,Helipad,Вертолетная площадка,
JWK-BuildItem-HelipadRepair,Service Helipad,Служебная вертолетная площадка,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Для ремонта вертолета.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Служебная вертолетная площадка позволяет назначить один вертолет и обеспечивает его дозаправку и ремонт. Может быть размещён только на авиабазах.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Хранить один вертолет.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Вертолетная площадка позволяет выделить один вертолет, что защищает его от потери и позволяет доставать его издалека. Базовая версия без возможности дозаправки и ремонта.",
JWK-BuildItem-LivingArea,Living area,Жилая зона,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Размещает новобранцев.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Обеспечивает жилое пространство для небольшого количества новобранцев, которых можно взять в управление.",
JWK-BuildItem-MedicalTent,Medical tent,Медицинская палатка,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Лечить раны и помогает восстановиться побыстрее.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Медицинская палатка улучшает регенерацию ранений и позволяет покупать медицинские товары за припасы.,
JWK-BuildItem-Mortar,Mortar,Миномёт,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Для отправки взрывоопасного сообщения на большое расстояние.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,"Полноценная минометная позиция. Снаряды можно купить, используя припасы.",
JWK-BuildItem-StorageSmall,Small supplies storage,Малое хранилище припасов,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Хранит до 900 припасов.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Позволяет хранить до 900 припасов. Первое хранилище можно построить бесплатно.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Пандус для технического обслуживания автомобилей,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Для ремонта транспортного средства.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,Позволяет ремонтировать наземные транспортные средства.,
JWK-BuildUI-Cost,Cost:,Стоимость:,
JWK-BuildUI-Title,Build,Строить,
JWK-CTA-ConstructionMenu,Construction menu,Строительное меню,
JWK-CTA-HideoutResupply,Resupply hideout,Пополнить укрытие,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Управлять транспортными средствами,
JWK-CTA-OpenMenu,Freedom Fighters,Freedom Fighters,
JWK-CTA-ParkVehicle,Park vehicle,Припарковать транспорт,
JWK-CTA-Radio,Use radio,Использовать радио,
JWK-CTA-TimeToWithstand,Withstand...,Выдержать...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Пожертвовать припасы гражданским,
JWK-CharacterMenu,Character Menu,Меню персонажа,
JWK-CharacterUI-Age,Age,Возраст,
JWK-CharacterUI-Birthday,Birthday,День рождения,
JWK-CharacterUI-Birthplace,Birthplace,Место рождения,
JWK-CharacterUI-BloodType,Blood type,Группа крови,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Разыскивается живым или мёртвым.,
JWK-CharacterUI-Title,Profile,Профиль,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Использует разыскиваемую технику.,
JWK-ConsoleUI-BackToMenu,Back to menu,Вернуться к меню,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",Из-за отсутствия возможности сохранять данные в системе одиночная игра недоступна. Рекомендуется создать частный выделенный сервер или присоединиться к публичному.,
JWK-ConsoleUI-Title,Unavailable on consoles,Недоступно на консолях,
JWK-ConvoAction-Convert,Convince to support,Убедить поддержать сопротивление,
JWK-ConvoAction-Extort,Extort money,Вымогать деньги,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Попросить встретиться,
JWK-ConvoChoice-AskJob,Ask for a job,Попросить работу,
JWK-ConvoChoice-Confirm,Confirm,Подтвердите,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,Попросите плакаты,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,Доложить,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Сообщить об активности сопротивления,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Подкрепление,
JWK-ConvoChoice-RequestSupport,Request support,Запросить поддержку,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,Торговля,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Сдать жетоны,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Откат разрушенных объектов может повлиять на здания или технику, оставленные на местах разрушения, и приводит к нежелательному эффекту. Экспериментальная функция, рекомендуется забэкапить сейв<br/><br/>После использования обязательно сделайте ручное сохранение и перезагрузите игру.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Разрушения восстановлены,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Принудительное сохранение позволит полностью перезаписать сохранение, но может затормозить работу сервер на больших картах и с большим количеством данных. Может привести к зависанию или вылету игроков с сервера, но это не повлияет на сам процесс сохранения.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Предупреждение о сеансе онлайн,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Вы уверены, что хотите стереть данные сохранения кампании? После этого сценарий автоматически перезапустится.<br/><br/><b><color rgba='255,0,0,255'>ПРЕДУПРЕЖДЕНИЕ: ЭТУ ОПЕРАЦИЮ НЕЛЬЗЯ ПОВТОРИТЬ. ВЫ ПОТЕРЯЕТЕ ВЕСЬ ПРОГРЕСС.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Предупреждение о стирании,
JWK-DifficultyPreset-Custom,Custom,Настраиваемая,
JWK-DifficultyPreset-Easy,Easy,Легкая,
JWK-DifficultyPreset-Extreme,Extreme,Экстрим,
JWK-DifficultyPreset-Hard,Hard,Сложная,
JWK-DifficultyPreset-Normal,Normal,Нормальная,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,"Используется для идентификации трупов, найденных на поле боя.",
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 жетонов,
JWK-Dogtag_Name_Universal,Dogtags,Жетоны,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Ваша одежда окровавлена. Ношение ее нарушает маскировку и привлекает внимание врагов. Вам следует переодеться или искупаться.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,"Ваша одежда была очищена. Надев ее, вы больше не будете вызывать подозрений.",
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Если вы открыто носите оружие или одеты в боевую одежду, к вам будут относиться как к комбатанту. Будьте осторожны, если враги увидят вас, вас могут объявить в розыск.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Теперь вас разыскивает враг. Спрячьтесь в безопасном месте и некоторое время не показывайтесь на глаза, чтобы потерять преследование.",
JWK-EditSignUI-Text,Text,Текст,
JWK-EditSignUI-TextColor,Text color,Цвет текста,
JWK-EditSignUI-TextSize,Text size,Размер текста,
JWK-EditSignUI-Title,Edit Sign,Редактировать знак,
JWK-EditorAttrib-Heat,Heat level,Уровень розыска,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Установите 0% для избавления от розыска.,
JWK-EditorAttrib-LockState,Locked,Заперто,
JWK-EditorAttrib-Money,Money,Деньги,
JWK-EndGameUI-GameOver,Defeat,Поражение,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Несмотря на все усилия и героическую борьбу, %1 не удалось освободить %2. Силы %3 останутся здесь надолго. В следующий раз уделите больше внимания поддержке населения и логистике вашей революции. Ни одна военная операция в истории не увенчалась успехом без этих элементов.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Отличная работа! Благодаря неустанным усилиям %1 население %2 больше не будет угнетаться силами %3. Эти героические поступки будут помнить еще многие поколения.,
JWK-EndGameUI-VictoryTitle,Victory,Победа,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Используется для пробуждения недееспособных лиц. Может также применяться для самолечения.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Инъектор однократного применения с дозой эпинефрина.,
JWK-EpinephrineItem-Name,Epinephrine,Эпинефрин,
JWK-Everon-Airport,Airport,Аэропорт,
JWK-Everon-Barracks,Barracks,Казармы,
JWK-Everon-CementPlant,Cement Plant,Цементный завод,
JWK-Everon-ChotainFarm,Chotain Farm,Ферма Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Бетонный завод,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ферма Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Полевой госпиталь,
JWK-Everon-Headquarters,Headquarters,Штаб-квартира,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Лесопилка Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Логистический склад,
JWK-Everon-MontignacFactory,Montignac Factory,Фабрика Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Ферма Montignac,
JWK-Everon-PowerPlant,Power Plant,Электростанция,
JWK-Everon-Quarry,Quarry,Каменоломня,
JWK-Everon-ReginaSawmill,Regina Sawmill,Лесопилка Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Тренировочная база,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Завод VD Almara,
JWK-FM-Bases-Armories-06dedf77-Differenttypesof,"Different types of armories can be built, depending on the operating base type:<br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunition of your supporting faction.<br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunition of the player faction.",,
JWK-FM-Bases-Armories-3345caf7-Armoriesallowthe,Armories allow the purchase of weapons and ammunition using resources stored at the base.,,
JWK-FM-Bases-Armories-Title,Armories,,
JWK-FM-Bases-Commandposts-8bb1df98-Commandpostenabl,"Command post enables you to have a <b>resistance officer</b> on site, allowing you to hand in dogtags, take posters or missions in your operating base, without the need to travel to a hideout.",,
JWK-FM-Bases-Commandposts-Title,Command posts,,
JWK-FM-Bases-Equipmentstores-Title,Equipment stores,,
JWK-FM-Bases-Equipmentstores-d8a71344-Equipmentstoresa,Equipment stores allow you to purchase uniforms and non-lethal equipment using resources stored at the base.,,
JWK-FM-Bases-Equipmentstores-de2e01d5-Differenttypesof,"Different types of stores can be built, depending on the operating base type:<br/>- <b>Allied equipment</b> store is available at <b>military bases</b> and offers equipment of your supporting faction.<br/>- <b>Field equipment</b> store is available at <b>FOBs</b> and offers equipment of the player faction.",,
JWK-FM-Bases-Fasttravel-Title,Fast travel,,
JWK-FM-Bases-Fasttravel-a813b24e-Tousefasttravely,"To use fast travel, you need to open your map and select the fast travel icon from the tool picker in the upper-left corner of the screen.",,
JWK-FM-Bases-Fasttravel-eec43e2e-Fasttravelisavai,"Fast travel is available only to player-controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don’t have to appear as a civilian.",,
JWK-FM-Bases-Garages-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-Bases-Garages-Title,Garages,,
JWK-FM-Bases-Helipads-6d36d2ee-Helipadsofferasi,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.",,
JWK-FM-Bases-Helipads-Title,Helipads,,
JWK-FM-Bases-Helipads-c9598955-Additionallytore,"Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair helicopters.",,
JWK-FM-Bases-Medicaltents-5c66037a-Medicaltentsoffe,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.",,
JWK-FM-Bases-Medicaltents-Title,Medical tents,,
JWK-FM-Bases-Operatingbases-118e8b9d-FOBsarefieldbase,"FOBs are field bases and as such, offer fewer capabilities than <b>military bases</b>, and their armory and equipment assortment is limited to resistance assets. However, they can be established very early, before the resistance is strong enough to overtake a military base, and/or may be placed in very advantageous locations.",,
JWK-FM-Bases-Operatingbases-13fe477a-Theyaresomewhatc,"They are somewhat complementary to <b>FOBs</b>, as they offer more possibilities at the cost of their fixed placement.<br/>Fighters will find here regular army equipment of the <b>allied forces</b> and more construction options.",,
JWK-FM-Bases-Operatingbases-1aa99fda-ForwardOperating,Forward Operating Bases,,
JWK-FM-Bases-Operatingbases-2ffe51ca-FOBscanbeestabli,"FOBs can be established by resistance members using the entrenchment tool, via the placement menu. They need to be placed at a sufficient distance from enemy-controlled facilities, towns and other points of interest. You can use <b>FOB Placement</b> map tool to plan the location in advance.",,
JWK-FM-Bases-Operatingbases-6b95ccef-Militarybases,Military bases,,
JWK-FM-Bases-Operatingbases-Title,Operating bases,,
JWK-FM-Bases-Operatingbases-b1d88111-Therearetwotypes,"There are two types of operating bases, as described below.",,
JWK-FM-Bases-Operatingbases-b3eebffa-Militarybasesare,"<b>Military bases</b> are existing locations in the world, controlled by the enemy. After they are taken over,<br/>they can be used as <b>operating bases</b>.",,
JWK-FM-Bases-Operatingbases-c2aae2f7-Operatingbasesar,"Operating bases are locations in which resistance members can construct buildings and fortifications, store resources, operate garages, repair and refuel vehicles, and more. If enough resources are stored, an operating base may be used as a <b>respawn location</b>.",,
JWK-FM-Bases-Repairstations-Title,Repair stations,,
JWK-FM-Bases-Repairstations-fffb0a25-Repairstationsal,"Repair stations allow to repair vehicles of relevant category. To repair ground vehicles, build a <b>vehicle maintenance ramp</b>. To repair helicopters, build a <b>service helipad</b>. Follow base game mechanics to carry out the repairs – equip yourself with a wrench and approach the damaged elements until you see a relevant action. The repairs will consume resources stored at the location.",,
JWK-FM-Bases-Storages-414463b7-Astheresourcesfo,"As the resources for construction are pulled from the base pool, the first supply storage in a base can be constructed without spending any resources.",,
JWK-FM-Bases-Storages-Title,Storages,,
JWK-FM-Bases-Storages-c14ca45a-Resourcesinstora,Resources in storage are persistent and do not expire or decay.,,
JWK-FM-Bases-Storages-f3df6a65-Storagesarealway,"Storages are always the first construction to be raised in an operating base. They store resources of different types and make them available to use within a base. Different to base game supply system, resources in <b>Freedom Fighters</b> are not vicinity based and cannot be used directly from trucks and other sources.",,
JWK-FM-Bases-Title,Bases,,
JWK-FM-FreedomFighters-Title,Freedom Fighters,,
JWK-FM-Gameplay-Appearance-1c33c293-Settings,Settings,,
JWK-FM-Gameplay-Appearance-6e33d8d5-Dependingonyourd,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.",,
JWK-FM-Gameplay-Appearance-6e5fc65a-Theabsenceofashi,"The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.",,
JWK-FM-Gameplay-Appearance-Title,Appearance,,
JWK-FM-Gameplay-Appearance-a328a3b5-Appearancereflec,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,,
JWK-FM-Gameplay-Appearance-f695f3b2-Asthebasegamedoe,"As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.",,
JWK-FM-Gameplay-Battles-10a56cd3-Phases,Phases,,
JWK-FM-Gameplay-Battles-16056caa-DeploymentphaseT,"- <b>Deployment phase</b> – The enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/>- <b>Domination phase</b> – The sides fight for control. The progress bar is green and represents resistance control over the location. Control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.",,
JWK-FM-Gameplay-Battles-3ed7f03b-Battlesoccurwhen,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and its progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battle length and intensity depend on the number of players online, campaign progress, location significance, and threat level.",,
JWK-FM-Gameplay-Battles-7588c7d1-Eachbattleconsis,Each battle consists of two phases:,,
JWK-FM-Gameplay-Battles-Title,Battles,,
JWK-FM-Gameplay-Battles-a09683c9-Iftherearenofree,"If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.",,
JWK-FM-Gameplay-Battles-fd8642f4-Onceabattlebegin,"Once a battle begins, everyone will see a notification. A progress bar will appear at the top of the screen, accompanied by the location name. The battle location will also be marked on the map, denoting the <b>contested area</b> by a stripe pattern.",,
JWK-FM-Gameplay-Beingwanted-043c45de-Civilianshopswil,- Civilian shops will not serve you<br/>- Resistance representatives may not want to talk to you<br/>- Public transport becomes unavailable<br/>- Resting becomes unavailable<br/>- ...and more.,,
JWK-FM-Gameplay-Beingwanted-1a7649c6-Heat,Heat,,
JWK-FM-Gameplay-Beingwanted-69f36db4-Variousactivitie,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted also has many negative side effects, such as:",,
JWK-FM-Gameplay-Beingwanted-Title,Being wanted,,
JWK-FM-Gameplay-Beingwanted-c33e2264-Heatlevelisameas,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will no longer be wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.",,
JWK-FM-Gameplay-Beingwanted-e744d667-Ifyourcharacterd,"If your character dies, the heat level and wanted state does not transfer to your new character.",,
JWK-FM-Gameplay-Characterstatus-16ffc6b8-Visibleifyourcha,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles, and wearing military attire — or wearing no attire at all.",,
JWK-FM-Gameplay-Characterstatus-6191884d-Visibleifyourcha,Visible if your character is within an <b>illegal area</b>.,,
JWK-FM-Gameplay-Characterstatus-76486c14-Visibleifyourcha,"Visible if your character is <b>undercover</b>, which means it’s impersonating an enemy soldier.",,
JWK-FM-Gameplay-Characterstatus-8173edf0-Visiblewhenyourc,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously, or committing crimes is not the best idea.",,
JWK-FM-Gameplay-Characterstatus-90edef57-Visibleifyourcha,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.",,
JWK-FM-Gameplay-Characterstatus-997c0a67-Characterstatusi,"<b>Character status</b> is indicated by various icons shown on the HUD in the upper-right corner of the screen.<br/>Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",,
JWK-FM-Gameplay-Characterstatus-Title,Character status,,
JWK-FM-Gameplay-Characterstatus-b6527c5a-Visibleifyourcha,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed, or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.",,
JWK-FM-Gameplay-Characterstatus-cbab7f7a-Icons,Icons,,
